gene_id,description,descr_score,best_score,pfam_acc
AM-284-B11_NODE_9_15,Zorya protein ZorC EH domain-containing protein,2551,2551,
AM-284-D11_NODE_10_5,AsmA domain-containing protein,1035,1035,
AM-284-D11_NODE_10_7,HD domain-containing protein,955,955,PF01966
AM-284-D11_NODE_10_13,SCP2 domain-containing protein,722,768,
AM-284-D11_NODE_10_15,Inner-membrane translocator,617,617,
AM-284-D11_NODE_10_16,"N,N-dimethylformamidase",1138,1242,PF13385
AM-284-G14_NODE_1_1,ABC transporter domain-containing protein,94,360,
AM-284-G14_NODE_1_8,Zgc:162255,84,192,
AM-284-G14_NODE_1_14,Putative conserved protein with signal anchor,128,463,
AM-284-G14_NODE_1_16,Putative receptor-like protein kinase,142,162,
AM-284-G14_NODE_1_18,SCP2 domain-containing protein,719,778,
AM-284-G14_NODE_1_30,Lipoprotein,214,214,
AM-284-G14_NODE_1_31,DUF4189 domain-containing protein,189,189,
AM-284-G14_NODE_1_32,PNPLA domain-containing protein,83,179,
AM-284-G14_NODE_1_33,Coiled coil domain-containing protein,153,153,
AM-284-G14_NODE_1_34,Si:ch211-168d23.3,88,88,PF15249
AM-284-G14_NODE_1_35,LytR/CpsA/Psr regulator C-terminal domain-containing protein,136,182,
AM-284-G14_NODE_1_36,Zinc-ribbon domain-containing protein,196,196,
AM-284-G14_NODE_1_37,histidine kinase (EC 2.7.13.3),101,101,"PF00672,PF02518,PF00512"
AM-284-G14_NODE_1_39,SHOCT domain-containing protein,123,123,
AM-284-G14_NODE_1_41,Membrane protein 6-pyruvoyl-tetrahydropterin synthase-related domain-containing protein,1106,1185,
AM-284-G14_NODE_1_43,Glycosyltransferase 2-like domain-containing protein,1424,1424,
AM-284-G14_NODE_1_51,EF-hand domain-containing protein,145,658,
AM-286-B19_NODE_6_13,WGR domain-containing protein,152,444,
AM-286-B19_NODE_6_15,Inner-membrane translocator,608,608,
AM-286-B19_NODE_6_17,SCP2 domain-containing protein,720,764,
AM-286-B19_NODE_9_19,AB hydrolase-1 domain-containing protein,335,863,
AM-286-C06_NODE_6_4,HTH cro/C1-type domain-containing protein,1228,1228,
AM-286-F02_NODE_14_3,SCP2 domain-containing protein,713,772,
AM-286-F02_NODE_14_5,"Transmembrane protein, putative",131,131,
AM-286-F02_NODE_14_7,Chromo domain-containing protein,132,443,
AM-286-F05_NODE_1_4,Crossover junction endodeoxyribonuclease,836,836,"PF02075,PF07066"
AM-286-F05_NODE_1_7,Cell envelope biogenesis protein TolA,950,950,
AM-286-F05_NODE_1_22,Exonuclease VII small subunit,266,266,
AM-286-F07_NODE_1_3,SGNH hydrolase-type esterase domain-containing protein,1181,1181,
AM-286-F07_NODE_1_24,Spore coat protein U domain-containing protein,508,508,
AM-286-F07_NODE_1_29,Tetratricopeptide repeat-containing protein,940,940,"PF13174,PF00515,PF13181,PF13414,PF13432,PF07719"
AM-286-F07_NODE_1_45,MFS transporter,1974,1974,PF07690
AM-286-F07_NODE_1_61,Ferredoxin--NADP(+) reductase,257,257,PF13450
AM-286-F19_NODE_1_1,Methyltransferase type 11 domain-containing protein,1118,1118,PF08241
AM-286-F19_NODE_1_2,Glycosyl transferase family 1 domain-containing protein,310,310,PF00534
AM-286-F19_NODE_1_12,Shufflon-specific DNA recombinase,225,225,
AM-286-F19_NODE_1_16,EamA domain-containing protein,1191,1191,PF00892
AM-286-F19_NODE_1_34,Ovule protein,64,64,
AM-286-F19_NODE_1_36,Plant thionin family protein,84,204,
AM-286-F19_NODE_1_52,Tetratricopeptide repeat protein,495,626,
AM-286-G07_NODE_1_1,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,802,802,PF13231
AM-286-G07_NODE_1_5,Exonuclease VII small subunit,277,277,
AM-286-G07_NODE_1_34,Methyltransferase type 11 domain-containing protein,1137,1137,PF08241
AM-286-G07_NODE_1_35,Steroid 5-alpha reductase C-terminal domain-containing protein,900,900,PF04191
AM-286-G07_NODE_1_36,Membrane protein 6-pyruvoyl-tetrahydropterin synthase-related domain-containing protein,1103,1211,
AM-286-I03_NODE_12_7,Steroid 5-alpha reductase C-terminal domain-containing protein,867,867,PF04191
AM-286-I03_NODE_12_13,Putative type I secretion outer membrane protein TolC,2038,2038,PF02321
AM-286-I22_NODE_19_1,Glycosyltransferase 2-like domain-containing protein,1244,1244,PF00535
AM-286-I23_NODE_1_6,ABC transporter substrate-binding protein,93,102,
AM-286-I23_NODE_1_23,Septation ring formation regulator EzrA,294,294,
AM-286-I23_NODE_1_37,SCP2 domain-containing protein,724,787,
AM-286-I23_NODE_1_39,DRBM domain-containing protein,153,153,PF00035
AM-286-I23_NODE_1_41,PD-(D/E)XK nuclease-like domain-containing protein,137,466,
AM-286-I23_NODE_1_45,Titin-like,75,519,
AM-286-K06_NODE_1_4,IRF tryptophan pentad repeat domain-containing protein,107,447,
AM-286-K06_NODE_1_9,Pyrroline-5-carboxylate reductase dimerisation domain-containing protein,1158,1400,
AM-286-K06_NODE_1_17,MFS transporter,1994,1994,PF07690
AM-286-K06_NODE_1_40,Steroid 5-alpha reductase C-terminal domain-containing protein,906,906,PF04191
AM-286-N18_NODE_4_25,Steroid 5-alpha reductase C-terminal domain-containing protein,905,905,PF04191
AM-286-N18_NODE_8_12,Protein kinase domain-containing protein,130,445,
AM-286-N18_NODE_8_14,"Transmembrane protein, putative",153,166,
AM-286-N18_NODE_8_16,SCP2 domain-containing protein,705,756,
AM-286-N18_NODE_8_22,HD domain-containing protein,978,978,PF01966
AM-286-O15_NODE_7_1,Tetratricopeptide repeat protein,210,342,
AM-286-O15_NODE_7_9,EamA domain-containing protein,1288,1288,PF00892
AM-286-O15_NODE_7_15,SCP2 domain-containing protein,717,768,
AM-286-O15_NODE_7_17,DRBM domain-containing protein,168,172,
AM-286-O15_NODE_7_18,"N,N-dimethylformamidase",296,360,PF13385
AM-286-O15_NODE_9_5,Glycosyl transferase,1285,1340,
AM-286-P13_NODE_9_10,EamA domain-containing protein,1274,1274,PF00892
AM-286-P13_NODE_9_16,SCP2 domain-containing protein,717,768,
AM-286-P13_NODE_9_18,DRBM domain-containing protein,170,175,
AM-286-P13_NODE_9_20,Protein kinase domain-containing protein,130,445,
AM-288-A06_NODE_35_3,SCP2 domain-containing protein,718,776,
AM-288-A06_NODE_35_5,DRBM domain-containing protein,152,168,
AM-288-A06_NODE_35_6,Alpha-2-macroglobulin bait region domain-containing protein,90,123,
AM-288-B03_NODE_7_13,Poly(A) polymerase,485,485,"PF13735,PF12627,PF01743"
AM-288-B03_NODE_7_27,"MgpA-like protein, DHH family phosphoesterase",83,83,"PF01368,PF02272"
AM-288-B14_NODE_1_18,Zinc resistance-associated protein,117,125,
AM-288-B14_NODE_1_19,Molecular chaperone Tir,1426,1426,PF02493
AM-288-B14_NODE_1_20,MORN motif-containing protein,2005,2005,PF02493
AM-288-B14_NODE_1_21,Steroid 5-alpha reductase C-terminal domain-containing protein,869,869,PF04191
AM-288-B14_NODE_1_23,DUF1330 domain-containing protein,81,81,PF07045
AM-288-B14_NODE_1_39,Crossover junction endodeoxyribonuclease,876,876,"PF02075,PF07066"
AM-288-B14_NODE_1_42,Cell envelope biogenesis protein TolA,911,911,
AM-288-B14_NODE_1_56,Transport permease protein,1224,1224,PF01061
AM-288-B14_NODE_1_59,Exonuclease VII small subunit,345,345,
AM-288-B14_NODE_1_79,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1194,1194,PF13231
AM-288-B14_NODE_1_80,Glycosyl transferase,1636,1636,PF00535
AM-288-B14_NODE_1_93,Tetratricopeptide repeat protein,453,801,
AM-288-B14_NODE_1_95,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,1147,1147,PF09976
AM-288-B14_NODE_1_97,AraC-type arabinose-binding/dimerisation domain-containing protein,779,779,
AM-288-B14_NODE_1_103,Beta-lactamase-inhibitor-like PepSY-like domain-containing protein,160,586,
AM-288-B14_NODE_8_1,Pericentrin/AKAP-450 centrosomal targeting domain-containing protein,143,143,
AM-288-B14_NODE_8_7,GemA protein,115,214,
AM-288-B14_NODE_8_13,SFRICE_024796,129,475,
AM-288-B14_NODE_8_15,Putative receptor-like protein kinase,143,162,
AM-288-B14_NODE_8_17,SCP2 domain-containing protein,719,778,
AM-288-C17_NODE_49_3,SCP2 domain-containing protein,720,764,
AM-288-C17_NODE_5_4,AsmA domain-containing protein,2831,2831,
AM-288-C17_NODE_5_18,Steroid 5-alpha reductase C-terminal domain-containing protein,852,852,PF04191
AM-288-C17_NODE_5_34,Tetratricopeptide repeat protein,473,567,
AM-288-F06_NODE_16_14,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,905,905,PF13231
AM-288-F06_NODE_16_15,Glycosyl transferase,1573,1573,PF00535
AM-288-J07_NODE_3_1,Tryptophan synthase beta chain-like PALP domain-containing protein,725,725,PF00291
AM-288-J07_NODE_3_4,Phosphotransferase system EIIC domain-containing protein,227,227,
AM-288-J07_NODE_3_5,DNA translocase FtsK 4TM region domain-containing protein,317,317,
AM-288-J07_NODE_3_6,AraC-type arabinose-binding/dimerisation domain-containing protein,749,749,
AM-288-J07_NODE_3_8,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,784,801,
AM-288-J07_NODE_3_19,Tetratricopeptide repeat protein,427,558,
AM-288-J07_NODE_3_22,Glycosyl transferase,1417,1417,PF01501
AM-288-J07_NODE_3_35,Transposase zinc-binding domain-containing protein,231,237,
AM-288-J07_NODE_3_37,Steroid 5-alpha reductase C-terminal domain-containing protein,892,892,PF04191
AM-288-J07_NODE_3_40,Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein,690,1161,
AM-288-K14_NODE_2_10,Tetratricopeptide repeat-like domain-containing protein,750,781,
AM-288-K14_NODE_2_12,Tetratricopeptide repeat protein,492,531,
AM-288-K14_NODE_2_21,Glycosyltransferase 2-like domain-containing protein,1271,1271,PF00535
AM-288-K14_NODE_2_30,Transposase IS200-like domain-containing protein,118,135,
AM-288-K14_NODE_2_31,Putative zinc-finger domain-containing protein,70,70,PF13490
AM-288-O07_NODE_2_4,Crossover junction endodeoxyribonuclease,767,767,"PF02075,PF07066"
AM-288-O07_NODE_2_7,Cell envelope biogenesis protein TolA,994,994,
AM-288-O07_NODE_2_19,Transport permease protein,1196,1196,PF01061
AM-288-O07_NODE_2_22,Exonuclease VII small subunit,265,265,
AM-288-O07_NODE_2_43,Glycosyl transferase,1326,1326,
AM-288-O07_NODE_2_47,3-keto-disaccharide hydrolase domain-containing protein,932,1458,
AM-288-O17_NODE_6_1,Bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,1072,1072,PF00132
AM-288-O17_NODE_6_3,DUF4177 domain-containing protein,276,276,PF13783
AM-288-O17_NODE_6_23,Type II secretion system protein H (General secretion pathway protein H),63,83,
AM-288-O17_NODE_6_30,PHD-type domain-containing protein,151,151,
AM-288-O17_NODE_6_36,Type II secretion system protein M,351,761,
AM-288-O17_NODE_6_37,Type II secretion system protein L (T2SS protein L),1015,1015,"PF05134,PF12693"
AM-288-O17_NODE_6_40,Type II secretion system protein I (T2SS minor pseudopilin I),332,345,
AM-288-O17_NODE_6_41,Type II secretion system protein H (General secretion pathway protein H),406,406,"PF07963,PF12019"
AM-288-O17_NODE_6_46,Type II secretion system protein GspC,599,599,PF11356
AM-288-P10_NODE_3_3,SCP2 domain-containing protein,710,771,
AM-288-P10_NODE_3_5,Roadblock/LAMTOR2 domain-containing protein,151,164,
AM-288-P10_NODE_3_7,Cytochrome P450,124,458,
AM-288-P10_NODE_3_14,Holliday junction branch migration complex subunit RuvA,91,188,
AM-288-P10_NODE_3_21,Uncharacterized protein DDB_G0283697,102,546,
AM-288-P10_NODE_3_24,Serine threonine protein kinase,119,370,
AM-288-P10_NODE_3_25,Imelysin-like domain-containing protein,407,581,
AM-288-P10_NODE_3_32,HD domain-containing protein,936,936,PF01966
AM-288-P10_NODE_3_52,DNA translocase FtsK 4TM region domain-containing protein,275,275,
AM-288-P10_NODE_3_53,Phosphotransferase system EIIC domain-containing protein,230,230,
AM-288-P10_NODE_5_4,Tetratricopeptide repeat protein,440,722,
AM-288-P10_NODE_5_17,Glycosyl transferase,1571,1571,PF00535
AM-288-P10_NODE_5_24,Methyltransferase type 11 domain-containing protein,1144,1144,PF08241
AM-288-P10_NODE_5_27,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1138,1138,
AM-288-P10_NODE_5_31,"Sugar 3,4-ketoisomerase QdtA cupin domain-containing protein",674,674,
AM-288-P17_NODE_2_4,Crossover junction endodeoxyribonuclease,828,828,"PF02075,PF07066"
AM-288-P17_NODE_2_7,Cell envelope biogenesis protein TolA,952,952,
AM-288-P17_NODE_2_19,Transport permease protein,1201,1201,PF01061
AM-288-P17_NODE_2_22,Exonuclease VII small subunit,203,203,
AM-288-P17_NODE_2_45,Glycosyl transferase,1191,1237,
AM-288-P17_NODE_2_61,Tetratricopeptide repeat protein,371,517,
AM-288-P17_NODE_2_83,Tetratricopeptide repeat-like domain-containing protein,718,910,
AM-288-P17_NODE_2_84,Pyrrolo-quinoline quinone repeat domain-containing protein,2735,2735,PF13360
AM-288-P17_NODE_2_85,AraC-type arabinose-binding/dimerisation domain-containing protein,840,840,
AM-288-P17_NODE_2_94,Plastid-lipid associated protein PAP / fibrillinfamily protein,67,76,
AM-288-P17_NODE_2_96,MULE transposase domain-containing protein,147,549,
AM-332-A08_NODE_3_15,Sulfurtransferase,650,650,PF00581
AM-332-A08_NODE_3_40,Peptidase M23 domain-containing protein,141,150,
AM-332-A19_NODE_2_52,DUF4278 domain-containing protein,253,253,
AM-332-A19_NODE_2_64,DUF4345 domain-containing protein,312,312,
AM-332-A19_NODE_2_65,MARVEL domain-containing protein,197,600,
AM-332-A19_NODE_2_66,Pantoate-activating enzyme,127,127,PF02569
AM-332-A19_NODE_2_74,Smr domain-containing protein,340,340,
AM-332-A19_NODE_2_75,Helix-turn-helix type 11 domain-containing protein,124,124,
AM-332-A19_NODE_2_92,DUF4345 domain-containing protein,606,606,
AM-332-A19_NODE_2_94,DNA translocase FtsK 4TM region domain-containing protein,325,325,
AM-332-A19_NODE_2_95,DNA translocase FtsK 4TM region domain-containing protein,225,237,
AM-332-A19_NODE_2_96,DUF1330 domain-containing protein,1239,1239,
AM-332-A19_NODE_2_97,Glutathione S-transferase family protein,958,958,"PF13410,PF00043"
AM-332-A19_NODE_2_99,DUF4097 family beta strand repeat protein,94,94,PF13349
AM-332-A22_NODE_1_3,PB1 domain-containing protein,82,197,
AM-332-A22_NODE_1_5,TPR-like protein,222,2518,
AM-332-A22_NODE_1_6,GDP/GTP exchange factor Sec2 N-terminal domain-containing protein,141,634,
AM-332-A22_NODE_1_24,AsmA domain-containing protein,2037,2037,
AM-332-A22_NODE_1_30,SHS2 domain-containing protein,808,1089,
AM-332-A22_NODE_1_41,Cell division protein FtsL,85,85,
AM-332-A22_NODE_1_50,F-box domain-containing protein,192,2512,
AM-332-A22_NODE_1_51,No apical meristem-associated C-terminal domain-containing protein,92,92,
AM-332-A22_NODE_1_54,CopG family transcriptional regulator,107,178,
AM-332-A22_NODE_1_57,HNH nuclease domain-containing protein,432,432,
AM-332-A22_NODE_1_66,Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein,1115,1115,
AM-332-A22_NODE_1_69,DUF4345 domain-containing protein,648,648,
AM-332-A22_NODE_1_75,Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein,942,942,"PF10230,PF02230"
AM-332-A22_NODE_1_105,DUF721 domain-containing protein,748,748,PF05258
AM-332-B03_NODE_38_3,SCP2 domain-containing protein,717,757,
AM-332-B10_NODE_8_34,Tetratricopeptide repeat protein,363,363,"PF14559,PF07719"
AM-332-B18_NODE_12_7,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,431,431,PF13231
AM-332-C03_NODE_18_7,Lipoprotein,819,819,
AM-332-C06_NODE_4_10,Solute-binding protein family 3/N-terminal domain-containing protein,1477,1477,PF00497
AM-332-C06_NODE_4_33,Tetratricopeptide repeat protein,434,619,
AM-332-C08_NODE_8_19,Glycosyl transferase,786,786,PF00535
AM-332-C14_NODE_11_1,PEP-CTERM protein-sorting domain-containing protein,828,828,PF07589
AM-332-C14_NODE_11_2,protein-glutamate O-methyltransferase (EC 2.1.1.80),146,146,"PF13596,PF01739,PF01339,PF03705,PF00989,PF13426,PF08448"
AM-332-C14_NODE_11_4,DUF222 domain-containing protein,97,97,PF02720
AM-332-C14_NODE_11_12,VWA domain-containing protein,106,229,
AM-332-C14_NODE_11_16,Transcriptional regulator PadR-like family protein,91,91,
AM-332-C14_NODE_11_17,DNA translocase FtsK 4TM region domain-containing protein,259,259,
AM-332-C14_NODE_11_19,Tetratricopeptide TPR_2 repeat protein,3176,4670,
AM-332-C14_NODE_11_22,Protein BatD,1304,1304,
AM-332-C14_NODE_11_41,Uncharacterized protein DUF2721,81,81,PF11026
AM-332-C16_NODE_8_9,Phosphoribosyl-AMP cyclohydrolase,841,842,
AM-332-C16_NODE_8_10,Lipoprotein,553,676,
AM-332-C16_NODE_8_11,Lipoprotein,412,412,
AM-332-C20_NODE_1_3,Retrovirus-related Pol polyprotein,148,442,
AM-332-C20_NODE_1_5,Amidohydrolase-related domain-containing protein,185,192,
AM-332-C20_NODE_1_7,SCP2 domain-containing protein,700,764,
AM-332-C20_NODE_1_15,N-acetyltransferase domain-containing protein,846,846,
AM-332-C20_NODE_1_42,Pyrroline-5-carboxylate reductase,1139,1410,
AM-332-C20_NODE_1_43,Outer membrane protein beta-barrel domain-containing protein,663,816,
AM-332-C20_NODE_3_14,DUF465 domain-containing protein,198,198,PF04325
AM-332-C20_NODE_3_15,Transporter,1130,1130,PF00892
AM-332-C20_NODE_3_23,Tetratricopeptide repeat protein,348,348,"PF13181,PF13414"
AM-332-C20_NODE_3_32,Spt20-like SEP domain-containing protein,162,162,PF12090
AM-332-C20_NODE_3_33,Transposase Tc1-like domain-containing protein,126,126,
AM-332-C20_NODE_3_34,GIY-YIG nuclease family protein,567,866,
AM-332-D03_NODE_11_23,Glycosyl transferase,1188,1336,
AM-332-D08_NODE_14_1,CENP-V/GFA domain-containing protein,722,722,PF04828
AM-332-D08_NODE_14_2,Glycosyltransferase 2-like domain-containing protein,1321,1321,PF00535
AM-332-D18_NODE_11_1,Protein amnionless,69,70,
AM-332-D18_NODE_11_2,DRBM domain-containing protein,285,376,
AM-332-D18_NODE_11_4,Kanadaptin,153,191,
AM-332-D18_NODE_11_7,SCP-2 sterol transfer family protein,662,846,
AM-332-D18_NODE_11_11,Cytochrome P450,74,74,PF00067
AM-332-D22_NODE_6_4,Arginyl-tRNA synthetase,494,494,
AM-332-D22_NODE_6_26,YcxB-like protein,80,81,
AM-332-D22_NODE_6_30,N-acetyltransferase,500,500,PF14542
AM-332-D22_NODE_6_32,DUF2892 domain-containing protein,857,857,
AM-332-D22_NODE_6_41,Anti-sigma factor,678,678,
AM-332-D22_NODE_6_43,DUF4252 domain-containing protein,955,955,PF14060
AM-332-E05_NODE_4_1,PEP-CTERM protein-sorting domain-containing protein,1032,1032,
AM-332-E05_NODE_4_2,PEP-CTERM sorting domain-containing protein,919,919,
AM-332-E05_NODE_4_13,G8 domain-containing protein,1925,1925,
AM-332-E05_NODE_4_14,PEP-CTERM protein-sorting domain-containing protein,1802,1802,
AM-332-E05_NODE_4_18,EamA domain-containing protein,1461,1461,PF00892
AM-332-E05_NODE_4_23,PEP-CTERM protein-sorting domain-containing protein,666,1489,
AM-332-E05_NODE_4_43,Unannotated,638,638,
AM-332-E05_NODE_4_48,TIGR03790 family protein,2529,2529,
AM-332-E05_NODE_4_57,FHA domain-containing protein,1049,1049,PF00498
AM-332-E05_NODE_4_60,Translation initiation factor 2,2100,3574,
AM-332-E05_NODE_4_62,Isochorismatase,1063,1063,PF00857
AM-332-E05_NODE_4_63,Primosomal protein N' 3' DNA-binding domain-containing protein,607,607,
AM-332-E05_NODE_4_64,Lipoprotein,1029,1029,
AM-332-E05_NODE_4_75,arginine decarboxylase (EC 4.1.1.19),133,151,
AM-332-E05_NODE_4_81,Androglobin domain-containing protein,72,76,
AM-332-E05_NODE_4_82,Porin,2610,2610,
AM-332-E05_NODE_4_83,DoxX family protein,1502,1502,
AM-332-E05_NODE_4_85,DUF304 domain-containing protein,72,73,
AM-332-E05_NODE_4_92,DUF5666 domain-containing protein,612,612,
AM-332-E05_NODE_4_111,DoxX family protein,584,584,
AM-332-E05_NODE_4_119,FecR protein domain-containing protein,930,930,
AM-332-E05_NODE_4_121,Rho-GAP domain-containing protein,111,141,
AM-332-E05_NODE_4_136,Unannotated,555,563,PF14559
AM-332-E05_NODE_4_139,Zinc-finger domain-containing protein,904,904,
AM-332-E15_NODE_10_24,Lipoprotein,861,861,
